search_keyword,product_id,title,price,status_code,status,condition,location,free_shipping,num_faved,num_comment,update_time,update_timestamp,tag,category_id,product_url
쿠쿠 밥솥,404189289,쿠쿠 IH압력밥솥 HUF105SS,53000,0,판매중,중고,,False,1,0,2026-04-26 21:29:51,1777206591,,610600008,https://m.bunjang.co.kr/products/404189289
쿠쿠 밥솥,404051283,메인보드~쿠쿠압력밥솥용( CRP-OS1010FG ),10000,0,판매중,중고,경기도 수원시 권선구 평동,False,1,0,2026-04-26 10:35:44,1777167344,,610600008,https://m.bunjang.co.kr/products/404051283
쿠쿠 밥솥,403689002,쿠쿠 IH 압력밥솥 CRP-HEG1070FP,40000,0,판매중,중고,,False,2,0,2026-04-24 16:59:33,1777017573,,610600008,https://m.bunjang.co.kr/products/403689002
쿠쿠 밥솥,403621601,쿠쿠 압력밥솥 10인용내솥,25000,0,판매중,중고,,False,2,0,2026-04-24 11:04:29,1776996269,,610600008,https://m.bunjang.co.kr/products/403621601
쿠쿠 밥솥,402980466,쿠쿠 IH 압력밥솥 6인용,55000,1,예약중,중고,,False,4,0,2026-04-23 11:09:36,1776910176,,610600008,https://m.bunjang.co.kr/products/402980466
쿠쿠 밥솥,403385210,쿠쿠 FHR1010FG IH 10인용전기압력밥솥,140000,0,판매중,중고,,True,3,0,2026-04-23 02:16:00,1776878160,,610600008,https://m.bunjang.co.kr/products/403385210
쿠쿠 밥솥,403270245,쿠쿠압력밥솥 현미귀리흑미보리잡곡밥 식혜용10인 SRP-152SI 아이보리,19900,0,판매중,중고,,False,2,0,2026-04-22 15:55:31,1776840931,,610600008,https://m.bunjang.co.kr/products/403270245
쿠쿠 밥솥,391813368,쿠쿠 미니 전기보온밥솥 6인용 핑크,27000,1,예약중,중고,경기도 수원시 팔달구 지동,False,1,0,2026-04-22 12:25:10,1776828310,쿠쿠 6인용 전기밥솥,610600008,https://m.bunjang.co.kr/products/391813368
쿠쿠 밥솥,402346873,쿠쿠 압력밥솥AHF1060FD10인용,200000,0,판매중,중고,,True,0,0,2026-04-21 23:31:55,1776781915,,610600008,https://m.bunjang.co.kr/products/402346873
쿠쿠 밥솥,402689082,쿠쿠 트윈프레셔 6 인용 전기압력밥솥 CRP-ST0615FW,169000,0,판매중,새상품,경기도 파주시 문산읍,False,6,0,2026-04-19 17:20:02,1776586802,,610600008,https://m.bunjang.co.kr/products/402689082
